Probe ID,Gene Symbol,GenBank Accession,Adjusted p-value,GSM1249165,GSM1249166,GSM1249167,GSM1249170,GSM1249171,GSM1249172
A_52_P192426,Tnfrsf1a,NM_011609,0.8007405,9.687,9.909,10.348,10.328,9.383,9.753
A_51_P470228,Spryd3,NM_001033277,0.8010689,12.629,13.16,13.42,12.991,12.725,13.122
A_51_P436386,Qrich1,NM_001114119,0.8011024,13.188,13.211,12.591,13.028,13.321,12.969
A_51_P460793,Luc7l2,NM_001170849,0.8011024,8.359,8.681,8.525,8.099,8.717,9.235
A_51_P513191,Helq,AF436846,0.8011024,7.093,7.058,6.768,6.615,7.429,7.257
A_51_P423518,Amph,NM_175007,0.8011123,15.465,15.747,16.139,15.623,16.02,16.048
A_52_P10254,Psmc4,NM_011874,0.8011123,13.585,13.625,13.479,13.144,14.08,13.874
A_52_P52200,,,0.801185,7.377,7.213,7.409,6.774,7.96,7.801
A_52_P428521,Fgd1,NM_008001,0.8012744,9.273,8.994,9.181,8.214,9.458,9.221
A_51_P346380,2610029K11Rik,AK011616,0.8013194,7.142,6.787,6.726,6.848,6.742,6.872
A_52_P255724,1810009N02Rik,AK084779,0.8013194,6.49,6.904,6.978,6.745,6.867,7
A_52_P327993,Rab9b,NM_176971,0.8013194,10.456,10.515,9.89,10.52,10.475,10.186
A_52_P413289,Arl1,NM_025859,0.8013194,12.526,12.653,12.613,12.797,12.675,12.467
A_51_P430259,Cfap126,NM_001081275,0.8013527,10.412,10.208,11.4,11.432,10.645,10.593
A_51_P462286,Hcfc2,AK018461,0.8013527,9.623,9.611,9.274,10.262,9.389,9.318
A_52_P618904,Sf1,NM_011750,0.8013527,7.659,7.516,7.291,6.863,7.648,7.569
A_52_P624149,Hsp90b1,NM_011631,0.8013527,15.527,15.818,15.296,15.602,15.453,15.347
A_52_P348581,,,0.8014655,15.14,14.953,15.159,15.103,15.187,15.068
A_51_P111757,Asb1,NM_001039126,0.8014921,12.085,11.995,12.859,12.338,12.059,12.135
A_51_P442759,Arhgef19,NM_172520,0.8014921,8.098,7.508,7.762,7.08,8.633,8.38
A_52_P373782,Plaa,NM_172695,0.8014921,8.997,9.445,9.172,9.302,8.89,9.169
A_51_P481342,Ugcg,BC050828,0.8015047,13.207,12.49,12.316,12.196,12.482,12.861
A_52_P598278,Tubb4b,NM_146116,0.8015153,12.203,11.991,12.064,11.416,12.772,12.702
A_51_P387810,Ifih1,NM_027835,0.8015412,7.601,8.647,8.052,8.275,8.185,8.272
A_52_P653937,Rpl21,NM_019647,0.8015742,8.293,8.688,8.272,8.713,8.013,8.17
A_52_P65719,Eme2,BC034637,0.8015995,9.267,9.433,9.764,9.285,9.761,9.717
A_51_P302192,Daam1,NM_026102,0.8016907,9.349,9.318,10.064,8.739,9.669,9.748
A_51_P432354,Trappc6b,NM_030057,0.8017086,11.802,12.393,12.19,12.48,11.651,11.819
A_51_P435268,Tmc1,AF417579,0.8017861,7.644,7.697,7.238,7.272,8.129,7.588
A_52_P1959,Slc29a4,NM_146257,0.8019334,9.392,8.892,9.156,8.457,9.914,9.754
A_52_P571684,Rdx,NM_009041,0.8019489,8.712,8.657,9.066,8.201,9.111,9.806
A_52_P108607,Dtna,NM_207650,0.8020375,11.081,10.375,10.848,10.465,10.998,11.293
A_51_P118061,Elmod1,NM_177769,0.8020608,12.019,11.444,11.319,11.513,11.639,11.293
A_51_P249867,Snrnp48,NM_026382,0.8020608,9.666,10.133,10.003,10.021,9.855,10.159
A_51_P473072,2810032G03Rik,NR_015579,0.8020608,9.493,9.582,9.08,9.418,9.346,9.143
A_52_P465647,Ube2d2a,NM_019912,0.8020608,10.595,10.737,9.829,10.278,10.311,10.168
A_52_P549778,Os9,NM_177614,0.8020608,8.393,8.153,8.565,8.071,8.64,8.74
A_52_P298473,Numa1,NM_133947,0.8021003,6.76,6.617,7.579,6.471,7.434,7.738
A_52_P84415,L3mbtl2,NM_145993,0.8021003,6.682,6.678,6.844,6.509,7.027,6.902
A_51_P370163,Ctr9,NM_009431,0.8022033,11.504,11.42,10.819,10.707,11.468,11.132
A_51_P289881,Txndc12,NM_025334,0.8022054,10.896,10.749,10.443,10.108,11.285,11.28
A_51_P264656,2900011O08Rik,NM_144518,0.8025641,13.656,14.126,13.876,14.098,13.859,13.918
A_51_P326942,Nsdhl,NM_010941,0.8025641,9.844,9.548,9.491,9.501,9.71,9.895
A_52_P455404,Itpa,NM_025922,0.8025641,13.474,13.592,13.967,14.151,13.459,13.775
A_52_P628355,Tctn3,AK036642,0.8026307,7.18,7.016,6.965,6.756,7.35,7.349
A_51_P499561,Srek1,NM_172592,0.8026549,10.433,11.141,10.38,10.643,10.383,10.565
A_52_P845178,,,0.8026549,14.538,13.503,14.003,13.816,13.775,14.018
A_51_P206563,,,0.8028082,8.866,8.198,8.407,8.011,8.417,8.658
A_52_P1182012,Tceb2,NM_026305,0.8028082,14.614,13.855,14.474,14.255,14.164,14.193
A_52_P196077,Tcf25,NM_025804,0.8028082,14.57,13.714,13.763,13.164,14.989,14.8
A_52_P357587,Nup155,NM_133227,0.8028082,7.193,7.533,6.972,7.077,7.602,7.333
A_52_P383753,Tom1l2,NM_001039092,0.8028082,14.354,13.659,14.238,13.614,14.441,14.767
A_52_P423247,Pde4b,NM_019840,0.8028082,11.28,11.068,10.01,10.732,10.62,10.439
A_52_P460703,Rassf3,NM_138956,0.8028082,8.539,8.745,7.966,8.705,8.492,8.405
A_52_P699171,,AK047774,0.8028082,6.531,6.936,6.465,6.934,6.5,6.772
A_52_P567697,Akap9,NM_194462,0.802916,11.236,11.84,11.157,11.093,11.959,11.65
A_52_P675072,Adrm1,NM_019822,0.8029508,9.664,9.18,9.743,9.581,9.269,9.458
A_51_P487162,Dus4l,NM_028002,0.8032632,9.094,8.854,9.297,8.799,9.461,9.321
A_51_P356172,Akr1b10,AK052576,0.8033755,6.534,6.68,6.87,6.535,6.609,7.316
A_52_P438957,Rrbp1,NM_024281,0.8033755,8.733,8.558,9.25,8.346,9.179,9.616
A_52_P462540,,,0.8033755,11.331,11.207,11.343,11.832,10.946,11.47
A_52_P544043,Pcsk5,NM_001163144,0.8033755,9.348,9.427,9.304,9.945,8.759,8.833
A_51_P173100,Pttg1ip,NM_145925,0.8034258,12.275,12.165,12.172,11.836,12.173,12.376
A_51_P216702,Eogt,NM_175313,0.8034258,9.258,9.541,9.457,9.297,9.483,9.667
A_51_P355629,Gas2,NM_008087,0.8034258,7.652,7.789,7.124,7.488,7.573,7.822
A_51_P306739,4930579K19Rik,NR_029444,0.8034737,8.277,8.154,8.501,9.307,8.125,8.082
A_51_P299266,Ppdpf,NM_025598,0.8035706,13.881,13.328,13.811,13.66,13.908,13.718
A_52_P83623,Rapgef6,NM_175258,0.8035955,8.368,8.25,8.801,8.196,8.198,8.694
A_51_P289239,F8,NM_007977,0.8036536,6.64,6.761,6.581,6.612,6.769,6.699
A_52_P73307,Mtbp,NM_134092,0.8036536,7.29,7.338,7.912,7.288,7.802,7.823
A_51_P251129,Stard8,NM_199018,0.8036726,9.427,9.118,9.347,9.046,9.603,9.519
A_52_P671002,Zmynd19,NM_026021,0.8037361,8.813,7.824,8.628,8.113,8.779,8.925
A_51_P305583,Sp100,NM_013673,0.8038521,6.814,7.087,7.087,6.999,7.102,7.022
A_51_P200291,Golga3,NM_008146,0.803937,8.98,9.364,9.585,9.024,9.12,9.472
A_51_P114236,,,0.8040054,12.069,12.483,12.098,12.138,12.206,12.115
A_52_P666257,Pex11b,NM_011069,0.8040912,13.563,13.107,13.531,13.249,13.558,13.664
A_51_P154679,Tbc1d24,NM_173186,0.8044139,7.349,7.61,7.547,7.494,7.647,7.496
A_52_P279852,Mrpl52,AK081551,0.8044139,8.133,7.808,8.05,7.942,7.942,8.336
A_52_P44765,Ppp2r5a,NM_144880,0.8044139,14.146,14.548,13.925,14.821,14.356,13.895
A_52_P676877,Sbf2,NM_177324,0.8044139,8.794,8.455,9.615,8.023,9.847,10.007
A_52_P72186,,,0.8044139,9.343,9.932,9.519,10.828,9.028,9.712
A_51_P138923,Peg12,NM_013788,0.804552,9.835,10.929,9.445,9.691,10.026,9.856
A_52_P442414,Dclk3,NM_172928,0.804552,9.352,9.535,9.21,8.802,9.311,9.624
A_52_P451378,Twsg1,NM_023053,0.804552,9.496,9.728,9.691,9.824,9.619,9.612
A_51_P349878,Txndc17,NM_026559,0.804561,13.617,13.771,13.917,14.164,13.663,13.729
A_51_P125368,Hars,NM_008214,0.8046563,12.533,13.078,12.64,12.798,12.955,12.747
A_51_P511482,Ift57,NM_028680,0.804679,13.193,12.85,13.341,13.387,13.107,13.129
A_52_P616332,Atp10d,NM_153389,0.8047295,7.167,7.705,7.555,8.279,7.244,7.406
A_52_P464437,Trp53bp1,NM_013735,0.8047381,11.864,12.118,12.062,11.742,12.252,12.329
A_52_P571371,Tmem144,NM_027495,0.8047479,10.034,9.774,9.821,9.751,9.896,9.855
A_51_P111245,Kdm1b,NM_172262,0.8048517,9.952,10.64,10.683,10.114,10.799,10.826
A_51_P440657,Nudt3,NM_019837,0.8049188,13.349,13.007,12.651,12.688,13.609,13.176
A_51_P210310,Tcrb-J,X00438,0.8049502,6.695,7.427,7.829,7.341,7.146,6.978
A_51_P233478,Usf1,NM_009480,0.804984,9.71,10.686,11.076,9.763,10.493,10.548
A_51_P106868,Slc39a1,NM_013901,0.805051,11.1,11.805,10.745,11.7,11.316,11.128
A_51_P449624,Hjurp,BC004768,0.805051,8.407,8.196,8.598,6.959,9.403,10.213
A_52_P398099,Uggt2,NM_001081252,0.805051,7.832,7.155,7.696,8.042,7.061,7.035
A_52_P917351,Mob4,NM_025283,0.805098,14.757,15.006,14.539,14.292,14.86,14.831
A_52_P636830,G3bp2,NM_011816,0.8051316,12.984,12.703,13.275,12.517,13.322,13.644
A_52_P265762,9530068E07Rik,NM_153117,0.8053166,8.819,8.922,8.604,8.539,9.251,8.87
A_52_P27332,Ppp2r5c,NM_012023,0.8054827,12.878,12.806,12.662,12.996,12.448,12.663
A_51_P475689,Cd209b,NM_026972,0.8055565,6.977,6.725,7.638,7.701,7.191,6.939
A_52_P395962,,,0.8057565,7.109,7.334,7.309,7.23,6.991,7.353
A_52_P447206,Rfk,NM_019437,0.805819,10.732,10.182,10.341,10.352,10.532,10.624
A_52_P949440,,,0.805819,6.94,6.469,7.05,6.327,7.569,7.126
A_51_P295420,Zc3h7a,NM_145931,0.8058865,11.963,12.339,11.993,12.426,12.172,11.951
A_51_P467629,Efcab10,NM_029152,0.8058865,9.548,9.193,10.468,10.313,8.824,9.262
A_51_P483220,Impact,NM_008378,0.8058865,14.711,15.196,14.836,14.981,14.904,15.071
A_51_P487062,,AK029628,0.8058865,7.873,8.163,7.652,8.576,7.481,8.118
A_52_P561236,Bri3bp,NM_029752,0.8059078,9.761,8.895,8.832,8.43,9.202,9.292
A_51_P391524,Arid5b,NM_023598,0.8059152,8.996,8.358,9.254,8.014,9.486,10.02
A_52_P644114,Ccdc18,NM_028481,0.8059191,6.77,6.959,6.657,6.884,6.609,6.728
A_52_P58080,Arhgef12,BC052785,0.8059994,6.912,6.733,6.639,6.351,7.026,7.321
A_51_P362104,Enpp5,AF233377,0.8060202,13.22,12.438,13.095,13.032,12.921,13.149
A_52_P10932,Asb8,NM_030121,0.8060202,10.757,10.703,10.475,9.97,10.925,10.63
A_52_P481686,Wtip,NM_207212,0.806207,11.283,11.532,11.361,11.494,11.569,11.273
A_52_P571707,Extl3,NM_018788,0.806207,13.406,13.803,14.066,13.743,13.592,13.667
A_52_P69740,Smurf2,NM_025481,0.806207,7.592,7.611,7.439,7.388,7.746,7.678
A_52_P834112,3021401N23Rik,AK013908,0.806207,8.099,8.516,7.946,8.461,8.051,7.646
A_51_P349922,C130081A10Rik,AK081838,0.8062319,8.482,9.501,9.087,9.448,9.093,8.983
A_52_P171178,Ccdc33,NM_029212,0.8062319,7.751,7.673,8.138,7.914,8.046,7.821
A_52_P235241,Fntb,NM_145927,0.8062319,8.625,8.093,7.131,7.315,7.934,7.93
A_52_P422481,,,0.8062319,7.039,6.948,7.008,6.621,7.013,7.141
A_52_P62011,Umad1,NM_001302354,0.8062319,9.313,9.234,9.614,9.626,9.145,9.674
A_52_P71544,Slc25a26,NM_026255,0.8062319,10.603,10.828,11.284,11.37,10.95,10.767
A_51_P133078,Npepps,NM_008942,0.8062615,13.054,12.38,13.205,11.784,12.823,13.315
A_51_P145480,Zic4,D78174,0.8062615,7.676,6.837,6.779,6.735,7.612,7.499
A_51_P226093,Srsf4,NM_020587,0.8062615,12.354,12.535,12.62,12.306,12.84,12.603
A_51_P279163,Plcg2,NM_172285,0.8062615,9.852,10.378,10.52,10.325,10.437,10.277
A_51_P437068,Cnnm1,NM_031396,0.8062615,12.914,11.777,12.311,11.24,12.409,12.607
A_52_P119290,Ate1,NM_001029895,0.8062615,7.652,7.814,7.53,7.612,7.796,7.724
A_52_P230628,Taf11,NM_026836,0.8062615,12.695,13.275,12.712,12.847,13.121,13
A_52_P487483,Pigq,NM_011822,0.8062615,11.535,11.137,12.168,11.113,12.063,12.321
A_51_P319460,Osmr,NM_011019,0.8063029,8.978,9.025,9.024,9.314,8.795,8.633
A_52_P156110,Ikbkg,NM_001136067,0.8063029,9.943,10.275,10.355,10.57,10.05,10.227
A_52_P179652,Ankrd42,NM_028665,0.8063029,7.519,7.841,7.838,7.907,7.309,7.698
A_52_P321000,Bbs7,NM_027810,0.8063029,7.109,7.409,7.111,7.526,7.132,7.19
A_52_P373369,Phc1,NM_007905,0.8063029,8.177,8.126,8.136,7.573,8.805,8.587
A_52_P411833,,,0.8063029,7.327,6.808,6.424,6.203,6.885,6.976
A_52_P517773,Ptpn12,NM_011203,0.8063029,9.297,9.5,8.812,9.397,9.031,8.813
A_52_P590048,Yipf1,NM_145550,0.8063029,9.955,8.852,9.843,9.755,9.637,9.746
A_51_P146382,D0Kist3,U80890,0.8063344,9.295,9.69,8.854,9.676,9.226,9.321
A_51_P516922,Fnip1,NM_173753,0.8063567,11.814,12.172,11.513,11.083,11.865,12.061
A_52_P142761,Pdcd6ip,NM_001164677,0.8063567,10.326,10.167,10.277,9.816,10.563,10.809
A_51_P223891,Ttc30b,NM_028235,0.8064231,10.135,10.231,9.79,10.221,10.119,10.018
A_51_P437549,Klhl20,NM_001039482,0.8064231,9.739,9.98,9.721,9.449,10.147,10.197
A_51_P443364,Cbll1,NM_134048,0.8064231,9.443,8.921,9.229,9.446,8.982,9.468
A_52_P112931,3110002H16Rik,NM_029623,0.8064231,9.123,9.202,8.947,8.949,9.382,9.143
A_52_P239391,Vps11,NM_027889,0.8064231,7.631,6.884,7.256,6.789,7.73,7.79
A_52_P628885,Baalc,NM_080640,0.8064231,10.223,10.05,10.51,9.56,10.942,10.945
A_52_P557381,Dcaf12l2,NM_175539,0.8067192,7.065,7.748,7.624,7.933,6.964,7.018
A_51_P100787,Snw1,NM_025507,0.8068503,12.968,13.618,12.678,13.273,13.282,13.101
A_52_P124812,Usp15,AK122301,0.8068682,10.967,11.865,10.869,11.734,11.435,11.048
A_51_P335419,Csl,NM_027945,0.8068886,9.236,9.008,8.94,8.613,9.472,9.525
A_51_P367060,Ifrd1,NM_013562,0.8070286,13.508,13.909,13.599,13.944,13.603,13.688
A_52_P86693,Ifi27,NM_026790,0.8070286,13.38,13.524,13.92,14.101,13.033,13.178
A_51_P500661,Rnf182,NM_183204,0.8071095,11.185,10.541,11.962,9.934,11.223,11.628
A_52_P145011,Slc25a42,NM_001007570,0.8071095,7.018,6.602,6.698,6.659,7.023,6.862
A_52_P387884,Col6a5,NM_001167923,0.8071095,7.261,7.362,7.28,7.087,8.373,7.045
A_52_P458000,AI467606,NM_178901,0.8071095,8.029,7.667,7.702,7.629,8.12,7.901
A_51_P157895,Cdk5,NM_007668,0.8072363,12.655,12.133,12.065,12.206,12.103,12.278
A_52_P161297,Tcea3,NM_011542,0.8072707,6.577,6.633,6.926,6.656,6.887,6.768
A_52_P177373,Intu,NM_175515,0.8072707,8.231,8.606,8.487,8.813,7.813,8.272
A_51_P435891,Smarce1,NM_020618,0.8073536,9.356,9.536,9.631,8.566,10.612,10.214
A_52_P386037,Rsf1,NM_001081267,0.807436,7.368,6.91,7.927,6.813,7.099,7.74
A_51_P130475,Wnt4,NM_009523,0.8074671,8.371,8.387,8.995,9.151,7.975,8.029
A_51_P320466,Rps6ka2,NM_011299,0.8074671,8.332,8.688,8.645,8.109,8.945,9.048
A_51_P365964,Tor1a,NM_144884,0.8074671,13.358,13.366,13.619,13.827,13.48,13.284
A_51_P423091,Flot1,NM_008027,0.8074671,12.743,12.619,13.188,11.955,13.047,13.003
A_52_P162957,Frat2,NM_177603,0.8074671,11.315,11.652,11.514,11.693,11.391,11.139
A_52_P396239,Fkbp14,NM_153573,0.8074671,10.217,10.144,10.371,10.475,10.141,10.278
A_52_P64383,Klf15,NM_023184,0.8074671,11.566,11.951,12.047,12.299,11.632,11.966
A_51_P162718,Bsn,NM_007567,0.807685,7.068,6.656,7.108,6.791,7.322,7.009
A_51_P179921,Igdcc3,NM_008988,0.807685,8.938,9.006,8.563,8.624,9.149,9.022
A_51_P221990,Micall1,AK031386,0.807685,7.677,7.176,7.804,6.645,8.225,8.671
A_51_P390715,Tgfb1,NM_011577,0.807685,7.274,7.008,6.76,6.537,7.215,6.951
A_51_P509518,Ralgds,NM_009058,0.807685,13.475,14.215,14.511,14.208,14.146,14.273
A_51_P214107,Tbc1d20,NM_024196,0.8076916,8.6,7.921,9.638,7.837,9.502,9.933
A_52_P275348,Sppl3,NM_029012,0.8076916,8.423,8.201,8.583,7.68,9.121,9.072
A_52_P477819,Hmox2,NM_010443,0.8076916,14.059,14.186,13.777,13.778,14.487,14.084
A_51_P104077,Usp13,NM_001013024,0.8078068,7.891,8.247,8.209,7.698,8.614,8.452
A_51_P104430,Magee1,NM_053201,0.8078802,11.711,11.769,11.612,11.068,12.249,12.34
A_51_P292933,Brix1,NM_026396,0.8078802,12.09,12.874,12.126,12.324,12.807,12.368
A_52_P126513,Ago3,BC060127,0.8078802,9.494,9.723,9.002,9.326,9.31,9.291
A_52_P133578,Gpr158,NM_001004761,0.8078802,11.759,11.925,12.091,11.85,11.924,12.196
A_52_P21550,Gcnt1,NM_173442,0.8078802,7.108,8.47,7.034,6.963,7.488,9.337
A_52_P286520,Slc23a2,NM_018824,0.8078802,11.656,11.617,11,11.45,11.64,11.485
A_52_P533731,,,0.8078802,8.998,8.641,9.268,7.947,9.061,9.281
A_52_P548790,Rpl7a,NM_013721,0.8078802,12.76,13.497,13.35,13.408,12.95,12.863
A_52_P65108,Smad1,NM_008539,0.8078802,9.535,9.576,8.732,9.432,9.38,9.408
A_52_P7406,Vps37a,NM_033560,0.8078802,9.5,9.498,9.495,9.018,9.868,10.04
A_51_P391926,Ubxn6,NM_024432,0.807958,14.278,14.37,14.161,14.165,14.495,14.304
A_52_P289325,Myo1b,NM_010863,0.8080245,7.997,8.064,7.699,8.163,7.945,7.851
A_52_P311313,Hcn1,NM_010408,0.8081178,7.555,7.702,7.997,7.759,7.578,8.241
A_52_P482063,Tra2a,AK076230,0.8081824,8.147,8.054,8.531,7.238,8.978,9.461
A_52_P72487,Fto,NM_011936,0.8081824,8.552,8.118,7.865,7.654,8.991,8.49
A_51_P288522,Brox,NM_027861,0.8083696,11.521,11.612,11.257,10.98,11.304,11.763
A_51_P160453,Map2k5,NM_011840,0.8085267,9.4,8.611,8.843,8.75,9.165,9.338
A_52_P617619,Fbrs,AK037952,0.8086134,8.208,9.086,8.34,8.536,8.66,8.829
A_51_P144712,Gbf1,NM_178930,0.8086537,9.33,8.715,10.929,8.572,10.664,11.143
A_51_P198488,Thap7,NM_026909,0.8086537,11.557,11.551,11.432,11.954,11.358,11.482
A_51_P302588,Atp5d,NM_025313,0.8086537,13.995,13.166,13.406,13.499,13.733,13.685
A_52_P460257,Nrbp1,NM_147201,0.8086537,9.08,8.563,8.896,8.448,8.781,9.007
A_52_P531175,Fkbp3,NM_013902,0.8086537,14.138,13.825,14.319,14.234,14.082,14.172
A_52_P633128,Aasdhppt,NM_026276,0.8086537,10.76,11.103,10.832,11.498,10.247,10.392
A_51_P128575,Scgb1a1,NM_011681,0.8088124,6.545,6.926,6.511,6.391,7.058,6.858
A_52_P611589,Rab2a,NM_021518,0.808918,14.045,14.143,14.483,14.18,14.07,14.229
A_52_P72587,Prkcq,NM_008859,0.808918,9.587,9.358,9.344,9.27,9.534,9.681
A_51_P135389,Zfp474,NM_025749,0.808939,7.174,7.05,7.459,7.257,7.232,6.993
A_52_P263885,Riok1,AK079540,0.808939,8.042,7.5,8.051,7.237,8.28,8.727
A_51_P297480,Dph1,NM_144491,0.8089722,10.535,9.703,10.09,10.324,10.176,10.163
A_51_P339103,Rpl28,NM_009081,0.8089722,14.946,14.798,15.092,14.646,15.209,15.277
A_52_P4347,Brwd1,NM_145125,0.8089722,7.516,7.443,7.708,7.181,7.762,8.108
A_52_P1020368,Zfp974,AK048799,0.8089921,6.498,6.774,6.479,6.521,6.697,6.684
A_52_P299684,Zdhhc9,NM_172465,0.8089921,12.513,12.751,12.536,12.417,12.751,12.834
A_52_P313789,Ppm1a,AF369981,0.8089921,11.284,11.655,11.593,11.208,11.626,12.072
A_52_P636894,Sppl2a,NM_023220,0.8089921,9.579,9.135,9.529,8.972,9.834,9.883
A_52_P38228,Arl5b,NM_029466,0.8089964,6.873,6.815,6.852,6.249,6.784,7.15
A_51_P208870,Zdhhc24,NM_027476,0.8091195,9.416,9.623,8.97,9.037,9.417,9.253
A_51_P204031,Hdac9,NM_024124,0.8091495,7.839,7.615,8.596,7.488,7.957,8.125
A_52_P363068,Nmnat2,NM_175460,0.8091495,10.176,11.039,10.053,10.117,10.567,10.115
A_52_P369562,Pstpip2,NM_013831,0.8091495,6.877,7.306,7.053,7.013,7.043,7.01
A_51_P398596,Tnrc6b,NM_144812,0.8092151,10.929,11.02,11.174,10.306,10.689,11.598
A_52_P325900,Cdc14a,NM_001173553,0.8092151,8.73,9.192,8.814,9.054,8.914,8.969
A_52_P434670,Anxa6,AK077843,0.8092151,6.887,7.594,7.603,6.61,6.772,8.017
A_52_P641414,Dennd1b,NM_001166501,0.8092151,8.377,8.806,8.23,8.35,8.171,8.602
A_52_P225370,2610201A13Rik,AK011855,0.8092161,9.61,10.717,9.144,10.24,9.416,9.013
A_51_P275315,Kif1a,NM_008440,0.8094507,9.742,9.419,9.688,9.093,10.325,9.944
A_52_P353445,Nsun6,NM_028950,0.8094715,8.682,9.343,9.209,9.56,9.073,8.97
A_51_P243323,Nadk2,NM_001085410,0.809489,10.919,11.475,10.706,10.628,11.557,11.416
A_52_P390668,Golga3,NM_008146,0.8095352,7.529,7.481,8.303,7.009,7.666,8.081
A_52_P391130,Synj2,NM_001113353,0.8095352,10.524,10.809,10.559,10.903,10.373,10.34
A_52_P9289,Fam172a,NM_001163420,0.809619,6.821,6.472,6.754,6.614,6.571,6.707
A_51_P294979,Mt1,NM_013602,0.8097288,15.117,13.833,15.343,14.51,14.957,15.593
A_51_P487043,,,0.8097288,8.235,8.274,7.781,7.747,8.205,8.056
A_52_P282987,Yeats2,NM_001033237,0.8097288,10.568,10.841,11.08,10.169,10.748,11.14
A_51_P228385,Pum2,NM_030723,0.8097574,11.113,10.303,10.837,10.744,10.577,10.602
A_51_P202003,Rbm42,NM_133693,0.8097788,12.539,12.174,12.342,11.95,12.717,12.776
A_51_P232742,Mfsd14b,NM_133680,0.809901,12.182,12.477,11.402,12.05,11.873,11.68
A_51_P393161,Scaper,NM_001081341,0.809901,9.379,9.046,10.103,9.191,9.738,10.17
A_52_P164695,Nsun6,NM_028950,0.8099258,7.823,8.159,7.805,8.111,7.664,7.772
A_52_P456898,Lactb,NM_030717,0.8101837,9.063,8.645,9.547,8.638,8.769,9.379
A_52_P178151,Slc6a6,NM_009320,0.8103833,8.662,7.891,8.373,8.165,8.538,8.575
A_52_P666235,Ubr1,NM_009461,0.8103833,10.276,10.423,10.418,10.277,10.023,10.587
A_51_P280761,Baz1a,NM_013815,0.8103895,7.271,7.402,7.821,7.903,7.26,7.67
A_52_P568520,,,0.8106739,9.376,10.745,9.83,10.697,9.423,10.608
A_52_P179599,,BC115496,0.8107172,16.733,14.279,16.318,15.42,17.376,15.836
A_52_P508355,Ilf3,NM_010561,0.8107172,9.119,9.035,9.511,8.392,10.116,9.919
A_52_P680856,Srpk2,NM_009274,0.8107172,11.647,11.748,10.883,10.859,11.597,11.351
A_51_P204286,Emc7,AK033552,0.8107384,12.025,12.434,12.143,11.791,12.638,12.576
A_52_P325819,Yy1,AK137406,0.8108273,10.909,11.227,11.727,11.297,11.209,11.75
A_52_P681813,Rab3gap2,NM_001163754,0.810877,11.031,11.101,11.327,11.373,10.783,11.043
A_51_P378589,Myof,NM_001099634,0.8109129,8.24,8.726,9.546,9.045,9.038,8.945
A_51_P265495,Ly6a,NM_010738,0.8110164,10.385,9.552,9.751,9.639,9.793,9.902
A_52_P455089,,,0.8111387,9.96,9.725,10.299,9.583,10.405,10.434
A_51_P201709,Ggt5,NM_011820,0.8111958,8.112,7.729,8.374,7.953,8.398,8.17
A_51_P358908,U2af2,NM_133671,0.8111958,8.432,8.032,8.841,7.696,9.295,9.055
A_52_P15073,Mettl20,NM_177101,0.8111958,7.571,7.496,7.803,7.985,7.102,7.413
A_52_P496608,Psd3,NM_030263,0.8112588,7.608,6.725,7.544,7.017,7.615,7.73
A_52_P69325,Tfb2m,NM_008249,0.8114457,9.612,9.618,9.534,9.596,9.343,9.683
A_52_P716654,,BB160619,0.8114457,7.531,8.696,7.646,7.417,7.396,8.393
A_51_P328926,Tmpo,NM_011605,0.8114568,7.159,7.174,6.736,6.933,7.325,7.059
A_52_P517717,Ube2b,NM_009458,0.8117557,13.983,13.826,14.108,14.088,13.608,13.995
A_51_P107020,Kif5a,NM_001039000,0.8117577,17.188,17.374,17.231,17.213,17.345,17.329
A_52_P142208,Akirin1,NM_023423,0.8117577,11.477,10.858,11.58,11.373,11.413,11.433
A_52_P340665,Gng3,NM_010316,0.8118982,12.468,11.529,11.949,12.051,11.547,11.93
A_52_P510986,Etf1,NM_144866,0.8118982,10.361,10.227,10.544,10.603,10.276,10.43
A_51_P281673,Krtap9-1,NM_015741,0.8119981,8.88,9.633,9.25,8.993,9.574,9.589
A_51_P288103,Psmd6,NM_025550,0.8119981,13.685,13.954,13.618,13.791,13.703,13.608
A_51_P408410,Ctsa,NM_008906,0.8119981,13.023,12.867,13.159,12.695,13.274,13.39
A_51_P427926,Smad6,NM_008542,0.8119981,7.871,7.748,7.827,7.174,8.045,7.867
A_51_P497263,Map6,NM_001043355,0.8119981,11.522,11.002,11.003,10.474,11.868,11.846
A_52_P640074,Bdp1,NM_001081061,0.8119981,9.479,10.055,9.741,9.615,9.227,10.045
A_52_P358505,Filip1,NM_001081243,0.8120951,7.121,6.849,7.832,6.708,7.251,7.365
A_52_P161707,Cand1,NM_027994,0.8121437,12.747,13.449,12.239,13.384,12.941,12.659
A_52_P653684,Eprs,NM_029735,0.8121437,10.612,10.021,10.463,9.809,10.257,10.632
A_51_P234881,Elovl4,NM_148941,0.8122109,11.453,11.005,10.796,10.995,10.945,11.051
A_52_P376360,Pdgfc,NM_019971,0.8122109,8.907,8.931,8.747,9.363,8.808,8.7
A_52_P268549,,,0.8123314,11.993,12.357,11.957,12.474,11.983,12.111
A_51_P326764,Acbd3,NM_133225,0.812361,9.11,9.049,9.063,8.57,9.473,9.619
A_52_P117375,Clcn3,NM_007711,0.812361,10.908,10.905,10.712,11.439,10.773,10.652
A_52_P24160,Mrpl51,NM_025595,0.812361,13.618,13.713,13.894,13.982,13.583,13.851
