Probe ID,Gene Symbol,GenBank Accession,Adjusted p-value,GSM1249165,GSM1249166,GSM1249167,GSM1249170,GSM1249171,GSM1249172
A_52_P578085,Zfp708,NM_001012325,0.7858202,8.003,7.983,7.954,8.047,7.73,8.009
A_52_P647856,March4,NM_001045533,0.7858202,6.561,6.621,6.542,6.294,6.921,6.805
A_52_P685714,Rpl23a,NM_207523,0.7858202,15.179,14.551,14.461,15.006,14.73,14.821
A_51_P169495,Mov10,NM_008619,0.7858211,9.093,9.007,8.941,8.581,9.233,8.932
A_52_P487281,D3Ertd254e,NM_001101478,0.7858211,10.244,10.106,10.047,9.906,10.309,10.444
A_51_P205278,Tmem161b,NM_175187,0.785843,9.656,10.241,9.463,9.734,10.057,9.954
A_51_P408471,Cdipt,NM_026638,0.785843,14.855,14.538,15.146,14.868,15.02,14.927
A_52_P113250,Insig2,NM_178082,0.7860455,10.088,10.086,11.16,9.979,10.894,11.256
A_52_P438682,Wdr33,NM_001170966,0.7861284,9.191,9.712,8.884,8.998,9.691,9.592
A_52_P619138,Pdpk1,NM_011062,0.7861284,12.522,11.33,12.507,11.813,11.841,12.089
A_52_P48398,Rnf41,NM_026259,0.7861944,10.23,10.006,10.263,9.624,10.948,10.535
A_52_P614888,Sav1,NM_022028,0.7861974,9.809,10.151,9.786,9.854,10.094,10.007
A_51_P476008,Abcf1,NM_013854,0.786278,8.936,9.476,10.124,8.453,10.707,10.612
A_52_P595087,Zfp2,AB010372,0.7863404,8.776,8.949,7.971,8.343,8.501,8.388
A_52_P159951,Zfp777,NM_001081382,0.7863734,9.173,8.897,8.982,8.459,9.726,9.468
A_52_P317874,Yy1,AK137406,0.7864207,8.102,8.336,8.443,7.823,8.851,8.722
A_51_P428226,Spidr,NM_146068,0.786421,9.894,10.281,10.348,10.31,10.048,9.877
A_51_P500577,Psmd12,NM_025894,0.786421,11.04,11.257,10.665,11.307,10.981,10.984
A_52_P238044,Psmc3ip,NM_008949,0.786421,8.34,8.305,8.373,8.501,8.198,8.149
A_52_P287917,Dcaf10,NM_153167,0.786421,9.329,9.205,8.723,8.694,9.208,8.994
A_52_P596541,Kdelr1,NM_133950,0.786421,10.563,9.929,9.928,9.593,10.079,10.297
A_52_P82229,Ubac2,NM_026861,0.786421,7.971,7.197,7.987,7.452,8.004,8.228
A_51_P233947,Tbc1d10b,NM_144522,0.7864884,14.146,14.675,14.882,14.371,14.909,14.844
A_52_P600038,Dlgap4,NM_146128,0.7865338,11.097,10.427,10.944,9.768,11.088,10.912
A_51_P280532,Supt16,NM_033618,0.7865369,10.478,11.188,10.114,10.742,11.335,10.35
A_52_P143576,Eny2,NM_175009,0.7865485,11.571,11.174,11.572,11.655,10.951,11.342
A_51_P434527,Tnks2,NM_001163635,0.7865936,9.213,8.324,9.285,7.659,9.088,9.19
A_52_P116384,Usp4,NM_011678,0.7865936,12.023,11.597,11.601,11.16,11.897,11.759
A_51_P247894,Man1b1,NM_001029983,0.7866435,11.472,11.131,11.587,11.191,11.422,11.345
A_51_P183940,Stk39,NM_016866,0.7867514,12.136,12.055,12.758,11.323,12.256,12.676
A_51_P499254,Nabp1,NM_028696,0.7867514,9.128,9.425,9.672,9.48,9.159,9.309
A_51_P480427,Olfr430,NM_146718,0.7868394,7.022,7.834,7.097,7.334,7.443,7.584
A_51_P459661,Lipa,NM_021460,0.7868775,8.755,8.375,9.216,8.322,9.177,9.493
A_52_P552194,Il13ra1,NM_133990,0.7869077,7.28,7.574,7.135,7.169,7.717,7.413
A_52_P213181,Cul4b,NM_001110142,0.7872263,11.528,11.961,11.728,11.573,11.861,12.073
A_51_P263844,Zfp449,NM_030139,0.7872294,7.423,7.036,7.151,7.032,7.317,7.036
A_51_P205545,Creld1,NM_133930,0.7872475,11.963,11.741,11.9,11.571,12.11,12.253
A_51_P130459,Vdac1,NM_011694,0.7874207,14.867,14.462,14.865,14.018,15.534,15.404
A_51_P152685,Pcnx2,NM_175561,0.7874207,13.754,14.476,14.332,14.457,14.076,14.409
A_51_P483351,Lix1l,NM_001163170,0.7874991,8.65,8.32,8.362,8.385,8.782,8.414
A_52_P154045,Pigg,NM_001081234,0.787549,7.593,7.274,7.23,7.234,7.54,7.558
A_52_P188338,Topors,NM_134097,0.7875717,8.772,8.503,8.933,7.953,9.488,9.59
A_52_P307394,Scn1b,NM_011322,0.7876027,12.306,11.482,11.803,10.665,12.041,12.091
A_52_P41294,Tmem209,NM_178625,0.7876027,6.69,6.73,6.531,6.542,6.721,6.852
A_52_P416309,Tmem87a,NM_173734,0.7876027,7.116,7.746,8.485,7.488,7.776,7.466
A_51_P224630,Dtwd2,NM_026854,0.787662,8.222,7.89,7.838,8.049,7.677,7.974
A_51_P512157,Slc30a6,NM_144798,0.787662,8.561,8.267,8.333,8.42,8.432,8.444
A_52_P390030,,,0.787662,8.403,8.705,7.765,8.277,8.608,8.431
A_51_P196390,Alk,NM_007439,0.7880262,8.479,8.337,8.645,8.274,8.503,9.062
A_52_P361673,Myo1b,NM_010863,0.7880997,6.952,6.884,7.825,6.628,7.759,8.081
A_52_P399054,Tmed2,NM_019770,0.7882658,9.775,9.977,9.611,10.088,9.633,9.239
A_52_P662562,,,0.7884156,10.445,7.759,10.79,9.85,9.719,10.993
A_51_P230722,Ankrd12,NM_001025572,0.7884902,12.177,13.083,12.444,12.76,12.102,12.344
A_52_P215622,Ube2q2,NM_180600,0.7884902,9.219,9.651,8.727,8.909,9.244,9.015
A_51_P478498,Olfr1026,NM_146584,0.788578,7.456,7.396,6.903,7,7.621,7.527
A_51_P107302,Cav1,NM_007616,0.7887346,8.258,8.283,7.474,8.15,8.574,7.811
A_52_P162744,Baz1b,NM_011714,0.7887346,8.632,7.892,9.142,8.176,8.898,9.34
A_51_P519696,Mras,NM_008624,0.7888637,12.313,11.554,11.632,11.959,11.695,11.411
A_52_P399717,Ccdc50,NM_026202,0.7890012,10.033,10.013,9.485,9.935,9.574,9.709
A_52_P405177,C1qtnf6,NM_028331,0.7890248,7.614,7.035,6.953,7.294,7.37,7.255
A_52_P289231,,,0.7890624,8.897,8.184,8.552,7.831,8.784,8.493
A_52_P309884,,,0.7890624,8.901,8.116,8.717,8.789,8.393,8.997
A_51_P363634,Snrpe,NM_009227,0.7893175,11.161,10.165,11.11,10.951,10.78,11.23
A_52_P626052,Fbxl5,NM_001159963,0.7895764,11.95,12.144,11.729,12.214,11.552,11.707
A_51_P435239,Asap1,NM_010026,0.7896459,10.852,10.615,10.519,10.712,10.66,10.77
A_52_P475886,Rc3h1,NM_001024952,0.7896459,7.512,7.319,7.89,7.012,8.133,8.209
A_51_P302056,Tubd1,NM_019756,0.7896798,10.062,10.32,10.499,10.615,9.939,9.939
A_52_P321952,Tmem55a,NM_028264,0.7896798,10.701,9.971,9.82,10.41,10.309,10.192
A_51_P368571,Dtd1,NM_025314,0.7897696,13.331,13.164,13.114,13.217,13.165,13.358
A_51_P464958,,,0.7897696,9.716,9.705,9.11,8.852,10.091,10.341
A_51_P148355,Zfp710,NM_175433,0.7897863,12.117,12.674,12.336,12.25,12.478,12.107
A_52_P273935,9230104K21Rik,AK020313,0.7897863,8.659,9.268,8.839,9.371,8.645,9.173
A_51_P367240,Tspan33,NM_146173,0.7898309,12.935,13.498,14.033,13.896,13.639,13.445
A_51_P305230,Elavl3,NM_010487,0.7898913,14.07,14.287,14.421,13.508,14.36,14.438
A_52_P439745,,,0.789902,6.693,6.6,6.812,6.266,7.052,7.245
A_52_P168028,Lss,NM_146006,0.7899529,7.007,6.88,7.64,6.505,7.936,7.868
A_52_P241612,Aldoart2,NM_001277340,0.7899529,8.732,8.515,8.712,7.944,8.134,9.258
A_51_P156564,Zfp839,NM_028365,0.7899574,6.622,6.739,7.067,6.24,7.442,7.36
A_51_P227202,C030014I23Rik,AK021081,0.7899574,7.459,7.425,7.225,6.967,7.363,7.512
A_51_P382732,Gtf3c6,NM_026113,0.7899574,8.439,9.007,8.793,9.479,8.412,8.873
A_51_P349825,1700021F05Rik,NM_026411,0.7901262,13.003,13.131,12.782,13.209,12.911,12.998
A_51_P436817,Cbarp,NM_001195268,0.7901262,15.173,14.92,15.123,14.977,15.069,15.047
A_51_P489959,Rps21,NM_025587,0.7901262,16.717,15.463,16.593,16.851,16.171,16.418
A_52_P20048,Tcf12,NM_011544,0.7901262,12.132,12.634,12.72,12.36,12.214,12.592
A_52_P265358,Igsf1,NM_183335,0.7902244,7.419,7.74,7.946,7.748,7.562,7.546
A_52_P562054,Ick,NM_001163780,0.7902244,10.941,11.141,11.26,11.403,10.979,11.19
A_51_P236464,Metap1d,NM_025633,0.7902367,9.842,9.505,9.184,9.166,9.822,10.023
A_51_P464588,Dnajc28,NM_138664,0.7902367,6.863,6.917,7.649,6.838,7.397,7.74
A_51_P494775,Rcor1,NM_198023,0.7902367,11.868,12.264,11.653,12.327,12.009,11.801
A_51_P477019,Rnaset2a,AK015947,0.7902941,6.703,6.556,7.003,7.036,6.726,6.747
A_52_P249856,Cc2d2a,NM_172274,0.7902941,8.427,8.407,8.807,8.391,8.707,8.815
A_51_P475728,Zfp689,NM_175163,0.7907644,7.301,7.836,7.088,7.547,7.613,7.409
A_52_P72965,Unc80,NM_175510,0.7907644,8.77,8.519,8.671,8.339,9.17,8.827
A_51_P474960,Pitrm1,NM_145131,0.7907755,10.272,10.795,10.995,10.744,10.711,10.947
A_51_P298570,Eif4a2,NM_013506,0.7908972,15.697,15.965,15.947,16.237,15.833,15.788
A_51_P255304,Cav3,NM_007617,0.7909198,7.346,7.492,7.648,7.848,7.109,7.148
A_51_P190572,Zkscan1,NM_133906,0.7909729,11.316,11.594,11.442,11.42,11.143,11.568
A_52_P437860,2810474O19Rik,NM_026054,0.7909729,8.462,8.003,8.588,7.512,9.033,9.414
A_52_P685310,E430025E21Rik,NM_153548,0.7909729,7.901,7.797,7.81,7.646,8.088,7.978
A_51_P327188,Senp1,NM_144851,0.7910445,7.69,7.406,7.051,7.573,7.119,7.095
A_52_P668478,Rhbdd2,NM_146002,0.7910445,9.014,8.422,9.101,8.604,9.136,9.227
A_52_P332486,Ptprz1,NM_001081306,0.7911078,7.51,7.319,7.241,7.11,7.609,7.631
A_52_P54666,Map2,AK086484,0.7911078,7.568,8.079,7.845,6.495,7.885,8.277
A_51_P317254,Defb11,NM_139221,0.7911462,7.064,7.429,7.889,7.832,7.017,6.989
A_51_P338713,Ass1,M31690,0.7911462,10.534,9.672,9.903,9.93,10.192,10.426
A_51_P387138,Zfp462,NM_172867,0.7912234,8.72,8.283,8.656,8.873,8.364,8.725
A_51_P134602,Rplp0,NM_007475,0.7912377,16.414,16.484,16.602,16.581,16.457,16.325
A_52_P312371,Zfp345,NM_001034900,0.7912377,6.689,6.867,6.656,6.834,6.559,6.665
A_52_P640386,Usp53,NM_133857,0.7912377,7.832,7.762,7.766,7.817,7.712,7.931
A_52_P681,Cnot4,NM_016877,0.7912377,11.164,11.68,11.527,11.405,11.337,11.399
A_51_P296775,,AY061882,0.7912894,14.678,14.573,14.021,14.061,14.446,14.411
A_51_P488510,Appl1,NM_145221,0.7912894,12.214,12.007,12.133,12.229,11.983,12.315
A_51_P489821,Wdfy3,NM_172882,0.7912894,12.486,12.666,12.865,12.361,12.859,13.191
A_52_P304902,Hspa1b,NM_010478,0.7914021,6.845,6.852,7.213,6.652,7.481,7.18
A_52_P338492,Ccdc186,NM_170757,0.7914021,7.503,7.268,8.257,7.049,8.176,8.631
A_51_P384629,Ctsd,NM_009983,0.7914258,14.756,14.273,14.396,14.467,14.378,14.359
A_51_P398683,Rcn3,NM_026555,0.7914258,10.609,10.696,11.384,11.536,10.325,10.061
A_52_P336357,Fbxo3,NM_212433,0.7914258,6.654,6.861,6.519,6.114,6.672,6.878
A_51_P119429,Nckap1l,NM_153505,0.7914559,9.186,9.772,10.012,9.827,9.289,9.417
A_51_P155873,Ppp1r3g,NM_029628,0.7914559,11.973,12.203,11.995,12.71,11.439,11.364
A_52_P136720,Lysmd1,NM_153121,0.7914559,8.066,8.365,8.594,7.65,9.143,8.968
A_52_P199633,Trim30d,NM_199146,0.7914714,6.377,6.962,6.702,6.255,6.515,6.897
A_52_P266680,Trpc4ap,NM_019828,0.7914714,9.723,9.189,8.283,8.7,9.007,8.85
A_52_P195955,Macrod2,NM_028387,0.791574,8.291,8.95,8.299,8.9,8.683,8.357
A_51_P370101,3110002H16Rik,NM_029623,0.7915889,10.595,10.674,10.223,10.295,10.873,10.648
A_52_P203741,St3gal3,NM_009176,0.7916622,8.863,8.042,8.284,7.816,8.995,9.084
A_52_P493030,Slc7a14,NM_172861,0.7916622,9.385,8.671,9.777,9.964,9.04,9.452
A_52_P540302,,,0.7916866,12.775,12.509,13.263,13.742,12.591,12.829
A_51_P195240,Gpatch11,NM_181649,0.7916902,12,12.654,12.458,12.044,12.809,12.718
A_51_P453142,Ibtk,NM_001081282,0.7916902,7.757,7.825,7.444,7.714,7.35,7.712
A_51_P496814,Pdcd10,NM_019745,0.7916902,11.305,11.933,11.626,11.284,11.342,11.857
A_52_P286018,,,0.7916902,9.54,9.428,10.108,9.466,9.941,10.087
A_52_P461552,Smu1,NM_021535,0.7916902,11.219,11.18,11.409,11.068,11.472,11.5
A_52_P532957,Zfp667,NM_001024928,0.7916902,10.602,10.607,10.578,10.893,10.233,10.361
A_52_P570266,Psmb10,NM_013640,0.7916902,13.106,13.231,13.71,13.994,13.122,13.4
A_52_P76931,Wdhd1,NM_172598,0.7917241,8.761,9.424,8.425,8.036,8.88,9.056
A_51_P135491,Cflar,NM_009805,0.7920854,7.579,7.555,7.214,7.572,7.361,7.17
A_51_P313294,Cir1,NM_025854,0.7921106,8.765,9.606,9.022,8.981,8.766,9.228
A_51_P518893,Ccin,NM_001002787,0.7921106,8.879,9.388,8.482,8.757,9.259,9.185
A_52_P73208,Acad9,AK049931,0.7921106,7.713,8.333,7.559,6.402,8.236,8.038
A_52_P496403,1700001O22Rik,NM_198000,0.7921191,8.394,7.95,7.238,7.814,7.657,7.604
A_52_P245487,Ncoa6,NM_019825,0.7921366,8.152,7.766,9.256,7.527,7.969,8.813
A_51_P267338,Erbb2ip,NM_001005868,0.7921681,13.158,13.243,12.523,12.957,12.733,12.884
A_52_P71353,Psd3,NM_030263,0.7921905,7.761,7.073,7.946,7.947,7.516,7.751
A_51_P358152,Sepn1,NM_029100,0.7922224,10.109,9.469,9.561,8.975,10.511,10.453
A_52_P505944,Samd8,NM_026283,0.7922581,10.111,10.517,10.251,10.306,9.781,10.445
A_52_P531829,Oxa1l,NM_026936,0.7922758,7.933,7.717,7.775,7.075,7.405,8.365
A_51_P351285,Pcsk7,NM_008794,0.7924039,10.182,10.285,10.311,9.585,10.975,10.884
A_52_P503927,Tmem181a,NM_001033178,0.7924039,10.008,9.605,10.098,9.409,10.592,10.279
A_51_P162098,Ndufaf4,NM_026742,0.7925491,11.731,11.503,12.108,11.661,11.996,11.993
A_51_P479061,4930579G24Rik,NM_029482,0.7926062,9.348,9.383,8.905,8.851,9.882,9.398
A_51_P137094,Sall2,NM_015772,0.792717,12.155,12.479,12.353,11.935,12.597,12.897
A_51_P251465,Exosc1,NM_025644,0.7928631,7.57,7.478,8.096,8.289,7.471,7.834
A_51_P478172,Trbv13-2///LOC665506///Trbv1///Tcrb-J,U07661,0.7928631,6.549,7.266,7.976,7.448,6.834,6.83
A_52_P10793,Ptn,NM_008973,0.7928631,14.426,14.751,14.427,14.626,14.578,14.109
A_52_P260696,Arnt2,NM_007488,0.7929143,10.53,11.043,11.086,10.539,10.891,10.911
A_51_P265576,Rbm18,NM_026434,0.7929352,9.03,8.811,8.73,8.909,8.948,8.439
A_51_P368586,Ablim1,AH010064,0.7929824,10.041,9.399,9.951,8.291,11.105,11.519
A_51_P322612,Agpat1,NM_018862,0.7929867,8.782,8.401,8.273,8.026,8.789,8.237
A_51_P326393,Gapvd1,NM_025709,0.7930865,12.116,11.873,11.603,11.572,11.907,11.847
A_51_P484289,Slc7a6,NM_178798,0.7930865,7.4,7.888,7.911,8.088,7.518,7.945
A_52_P235108,Vps35,NM_022997,0.7930865,8.509,7.919,9.151,8.775,8.493,8.86
A_52_P625975,Kdsr,NM_027534,0.7931768,7.767,8.165,7.592,7.529,8.265,8.149
A_52_P317730,,,0.793329,8.778,8.943,8.995,9.544,8.732,8.829
A_51_P363275,Fam126b,NM_172513,0.7933632,9.338,9.685,9.498,9.749,9.092,9.363
A_51_P365694,Rala,NM_019491,0.7933811,11.518,11.077,11.56,11.927,11.164,11.462
A_52_P214455,Cnot3,NM_146176,0.7933955,9.518,8.589,8.53,8.79,9.316,9.052
A_52_P223333,Mib1,NM_144860,0.7933955,8.978,8.978,8.866,8.878,9.143,8.932
A_52_P282494,Nfib,AK034793,0.7933955,7.832,7.665,7.653,7.246,8.18,8.193
A_52_P634250,Lgals4,NM_010706,0.7935584,6.572,6.73,6.841,6.675,6.656,6.696
A_51_P168459,Ifitm2,NM_030694,0.7935992,9.203,8.732,8.975,9.182,9.015,8.939
A_51_P261359,Gba2,NM_172692,0.7935992,13.122,12.908,13.168,12.792,13.291,13.42
A_51_P500996,Fbxl20,NM_028149,0.7935992,9.988,9.862,9.574,9.433,10.221,10.189
A_52_P524426,,,0.7935992,12.983,12.82,12.668,12.851,12.91,12.847
A_52_P94454,Xndc1,BC067003,0.7935992,7.169,7.318,7.731,6.998,7.908,7.801
A_52_P283055,Slc5a3,NM_017391,0.7937472,9.308,9.801,9.68,9.633,9.171,9.665
A_52_P636199,Smc2,NM_008017,0.7938812,7.548,7.541,8.322,7.104,7.701,8.05
A_51_P369971,Fra10ac1,NM_001081075,0.7939147,13.369,13.788,13.094,13.333,13.741,13.52
A_51_P135542,Cry2,NM_009963,0.7939468,7.08,6.624,6.913,6.629,7.134,7.178
A_52_P640444,Tpr,NM_133780,0.7939468,11.242,11.782,11.703,11.522,11.377,11.567
A_52_P613808,Zbtb7a,NM_010731,0.794055,9.258,7.847,9.948,7.899,10.041,10.631
A_52_P134874,Rnf214,AK050638,0.7940615,7.188,6.873,7.767,6.615,7.658,8.409
A_52_P851407,Gm41949,AK033152,0.7940855,7.295,6.458,6.726,6.728,6.938,7.234
A_51_P210293,Gphn,NM_172952,0.7941284,12.541,12.597,11.871,12.19,12.475,11.932
A_52_P41894,Clk2,NM_007712,0.7943629,9.43,9.661,9.457,8.964,9.395,9.814
A_51_P504672,Mef2d,NM_133665,0.7943734,7.948,7.477,7.672,7.478,8.104,7.848
A_51_P139848,Wbp5,NM_011712,0.7944496,13.197,13.82,13.341,13.681,13.496,13.473
A_51_P316103,Lima1,NM_023063,0.7944496,10.496,11.178,11.289,11.404,10.949,11.027
A_51_P354333,Cpsf2,NM_016856,0.7944496,12.48,12.225,12.516,12.132,12.791,12.616
A_51_P362209,Commd10,NM_178377,0.7944496,11.336,10.938,11.203,11.171,11.178,10.915
A_52_P268489,Prdm2,AK014782,0.7944496,7.243,6.986,6.723,6.81,7.068,7.41
A_52_P347705,Oxsr1,NM_133985,0.7944496,8.169,7.411,7.772,7.218,8.197,8.626
A_52_P363352,Tarsl2,NM_172310,0.7944496,8.949,9.301,8.802,8.597,9.217,8.898
A_52_P618501,Mepce,NM_144913,0.7944496,7.792,7.69,8.151,7.009,8.835,8.666
A_51_P264186,Atp5h,NM_027862,0.7944531,15.571,15.701,15.772,15.809,15.419,15.63
A_52_P135276,Gpr137,NM_207220,0.7944531,10.398,9.941,10.203,9.658,10.875,10.579
A_52_P448006,Nit2,NM_023175,0.7944531,9.433,9.029,9.473,9.228,9.364,9.606
A_51_P228232,Flot2,NM_008028,0.7947932,12.207,11.2,11.378,10.998,11.65,11.591
A_51_P243609,,,0.7947932,11.884,12.019,12.022,11.871,12.065,12.117
A_52_P222350,Flnb,NM_134080,0.7949244,9.884,9.912,9.607,9.272,10.34,10.327
A_52_P660142,Sft2d3,NM_026006,0.7953168,11.93,11.15,12.138,10.926,12.505,12.722
A_51_P199447,Olfr744,NM_001011738,0.7953444,9.427,9.341,8.804,8.931,9.831,9.286
A_52_P542612,Ephb4,NM_010144,0.7953444,7.445,7.203,7.154,7.016,7.708,7.398
A_51_P406281,Zfp579,NM_026741,0.795385,11.218,11.584,11.519,11.017,11.957,11.802
A_52_P217675,Slf1,NM_134071,0.7954357,7.275,7.307,7.683,7.314,7.441,7.793
A_51_P447908,Fbxl17,NM_015794,0.7954862,8.747,8.432,8.474,8.086,8.633,8.632
A_51_P114772,Cpne1,NM_170588,0.7955486,7.587,7.607,7.485,6.712,7.679,7.787
A_51_P121652,Aspscr1,NM_026877,0.79561,9.301,8.925,9.179,8.473,9.799,9.796
A_51_P155234,Bnip3,NM_009760,0.79561,13.612,14.026,13.462,13.734,13.924,13.707
A_52_P535212,Cpeb3,NM_198300,0.79561,10.708,11.774,10.667,10.77,11.652,11.377
A_51_P153004,Phax,NM_019996,0.7956678,9.935,10.066,10.246,10.257,9.435,10.156
A_52_P409833,Plat,NM_008872,0.7956678,10.586,10.754,10.978,10.2,10.908,10.842
A_52_P87001,Nom1,NM_001033457,0.7957534,10.016,10.396,10.058,9.998,10.308,10.417
A_51_P305537,St3gal2,NM_009179,0.7958181,7.865,7.762,8.005,6.932,9.15,8.515
A_52_P445584,Ccnh,NM_023243,0.7959168,12.752,12.696,12.758,13.081,12.298,12.482
A_51_P189594,Elovl7,NM_029001,0.795983,8.8,8.569,9.26,7.63,9.994,10.254
A_51_P454696,,,0.795983,6.728,6.923,7.314,7.36,7.031,6.895
A_52_P619991,,,0.7961497,6.713,6.566,6.372,6.37,6.713,6.809
A_52_P358076,Ppp2ca,NM_019411,0.7961609,14.358,14.405,14.044,14.08,14.46,14.528
A_51_P289496,Tcf20,NM_013836,0.796268,8.116,8.085,8.227,7.695,8.822,8.392
A_51_P201785,Morn5,NM_029309,0.7963186,9.428,9.024,10.262,10.252,9.626,9.469
A_51_P463552,Wdr78,NM_146254,0.7963186,11.086,11.662,11.909,12.165,11.563,11.415
A_52_P346405,Slc35b3,AK079504,0.7964306,6.688,6.779,6.652,6.668,6.675,6.899
A_51_P436977,Duox2,AK079781,0.7965294,9.895,10.481,8.392,10.231,7.787,9.374
A_52_P340692,Obfc1,NM_175360,0.7965935,9.833,9.617,9.787,9.798,9.737,9.562
A_52_P91618,Lysmd3,NM_030257,0.7966394,8.734,8.591,8.482,8.304,8.844,8.975
A_52_P430247,Nacc1,NM_025788,0.7967871,10.35,9.7,9.857,9.697,10.338,10.283
A_52_P655221,,AK042768,0.7968725,9.547,9.605,9.43,10.065,9.107,8.878
A_52_P451614,Tmod2,NM_001038710,0.796886,14.75,14.251,14.49,14.314,14.832,14.648
A_51_P191354,,,0.7970141,10.084,9.869,9.67,9.828,10.067,9.928
A_51_P275469,,,0.7970141,11.661,11.878,11.158,10.939,11.799,11.482
A_51_P327511,Fgl2,NM_008013,0.7970141,7.232,7.035,7.784,7.891,7.171,7.434
A_51_P510437,Slc25a15,NM_181325,0.7970141,6.738,7.011,6.606,6.447,7.221,7.071
A_51_P517870,Nfatc1,NM_198429,0.7970141,7.975,7.824,8.933,7.713,8.895,8.882
A_51_P509746,Porcn,NM_023638,0.7970334,12.166,11.455,11.765,11.525,12.105,12.178
A_51_P151835,Tmtc3,NM_001110013,0.7970959,8.672,9.21,8.53,8.776,9.084,8.879
A_52_P317187,Zfp445,NM_173364,0.7972743,8.671,8.359,9.201,7.954,8.64,9.053
A_51_P135379,Tceal8,NM_025703,0.7973626,13.461,13.778,13.026,13.92,13.592,13.191
A_51_P141110,Dock7,NM_026082,0.7973626,11.19,11.648,11.538,11.224,11.475,11.447
A_51_P515623,Qpctl,NM_026111,0.7973626,9.245,9.834,9.892,9.375,9.439,9.802
A_52_P250517,Zfp106,NM_011743,0.7973626,7.367,6.915,7.276,6.798,7.224,7.246
A_52_P309718,Fam208a,NM_028945,0.7973626,9.652,9.329,8.782,8.453,9.852,10.36
A_52_P371154,Sgms1,NM_144792,0.7973626,10.108,9.628,10.007,9.779,10.265,9.992
A_52_P448205,Clstn1,BC053843,0.7973626,15.907,16.272,16.454,16.404,16.472,16.055
A_52_P484956,Nnat,NM_010923,0.7973626,12.812,12.216,13.509,12.707,12.581,12.706
A_52_P497388,,,0.7973626,12.545,12.808,13.131,13.485,12.581,12.874
A_51_P103209,Ttc7,NM_028639,0.7973844,8.767,9.352,9.917,9.658,9.403,9.467
A_52_P50474,Hjurp,NM_198652,0.7973984,9.676,9.728,9.282,8.406,10.395,11.051
A_51_P264554,Vps29,NM_019780,0.7977742,14.527,14.025,14.772,14.767,14.449,14.459
A_51_P128287,2010107E04Rik,NM_027360,0.7977966,13.232,12.548,13.527,13.215,12.97,13.622
A_51_P403881,Cirh1a,NM_011574,0.7980217,10.546,9.936,10.496,10.295,10.219,10.178
A_51_P503194,Rbm15b,NM_175402,0.7980217,9.56,9.939,9.462,9.79,9.57,9.312
A_52_P347764,Lrrc74b,NM_029053,0.7980217,7.228,7.159,7.521,7.58,7.425,7.146
A_51_P208637,Poldip2,BC006833,0.7980281,10.187,9.639,10.489,9.412,10.819,10.857
A_51_P319070,Retsat,NM_026159,0.7982048,10.172,9.588,9.52,9.339,9.718,9.852
A_51_P394735,Arhgef18,NM_133962,0.7982048,11.521,11.289,11.133,10.824,11.316,11.477
A_52_P285992,Arfgap2,NM_023854,0.7982627,9.076,9.248,10.07,8.452,10.575,10.451
A_51_P377526,Sts,NM_009293,0.7983817,11.289,11.087,10.509,10.603,11.614,11.208
A_52_P536938,Kif21a,NM_001109040,0.7985425,13.06,12.898,11.845,12.908,12.038,12.187
A_52_P629333,BC021891,NM_145608,0.7985425,7.198,7.499,7.411,7.463,7.417,7.363
A_52_P78439,Pcdh10,NM_001098171,0.7985425,9.925,10.154,10.04,10.557,9.944,9.93
A_51_P511346,,,0.798629,13.667,12.688,13.397,12.939,13.645,13.719
A_51_P183205,Rubcn,NM_172615,0.7987988,13.609,14.082,13.938,13.81,13.886,14.196
A_51_P470966,Zfp472,NM_153063,0.7992822,8.518,8.867,8.671,8.974,8.409,8.981
A_52_P624415,Opalin,NM_153520,0.7993059,8.966,8.79,9.06,9.422,8.684,9.036
A_51_P142153,Filip1l,NM_001040397,0.79941,7.738,7.822,7.551,7.602,7.849,7.461
A_52_P355398,Dars,NM_177445,0.7994118,10.372,10.731,10.892,11.035,10.454,10.036
A_52_P658073,Tef,AK045575,0.7994443,7.59,7.041,7.67,6.847,7.781,8.368
A_52_P516656,Adipor2,NM_197985,0.7998104,10.034,9.108,9.809,8.856,10.337,10.643
A_52_P540219,Timp2,NM_011594,0.8001282,14.432,14.286,16.049,14.127,15.751,16.069
A_51_P121397,Mrps17,NM_025450,0.800199,10.799,10.948,10.228,11.077,9.982,10.36
A_52_P186672,,,0.800199,8.229,7.029,8.215,7.736,8.076,8.272
A_52_P207982,Gtf3c2,NM_027901,0.8002792,8.298,7.894,7.794,7.462,7.996,8.156
A_51_P347154,Adam18,NM_010084,0.8003028,7.275,7.149,6.721,8.001,7.086,6.669
A_51_P297185,Dlg2,NM_011807,0.8004605,8.018,7.685,7.82,7.569,7.9,7.852
A_51_P404084,Psmb2,NM_011970,0.8004605,10.663,10.474,10.576,11.07,10.076,10.091
A_52_P556266,Ago3,NM_153402,0.8004605,7.325,6.97,7.098,6.608,7.037,7.392
A_51_P120729,Polr2f,NM_027231,0.800702,12.391,12.023,12.555,12.483,12.241,12.499
A_52_P517905,Numb,BC033459,0.800702,9.417,9.496,8.834,8.936,9.031,9.416
A_52_P860515,Dirc2,AK140295,0.800702,9.042,9.539,8.993,9.399,9.348,9.107
A_52_P303891,Nr1d2,NM_011584,0.8007122,11.986,12.435,11.818,11.714,12.29,12.73
